time,timestamp,info,logid,timetaken
1479686601.000000,"2019-11-21 16:03:21","INFO","SIGN_HY","4"
1479686603.000000,"2019-11-21 16:03:23","INFO","SIGN_HY","3"
1479686605.000000,"2019-11-21 16:03:25","INFO","SIGN_HY","2"
1479686608.000000,"2019-11-21 16:03:28","INFO","SIGN_HY","10"
1479686610.000000,"2019-11-21 16:03:30","INFO","SIGN_HY","2"
1479686612.000000,"2019-11-21 16:03:32","INFO","SIGN_HY","2"
1479686614.000000,"2019-11-21 16:03:34","INFO","SIGN_HY","2"
1479686617.000000,"2019-11-21 16:03:37","INFO","SIGN_HY","2"
1479686619.000000,"2019-11-21 16:03:39","INFO","SIGN_HY","5"
1479686621.000000,"2019-11-21 16:03:41","INFO","SIGN_HY","6"
1479686624.000000,"2019-11-21 16:03:44","INFO","SIGN_HY","3"
1479686626.000000,"2019-11-21 16:03:46","INFO","SIGN_HY","2"
1479686628.000000,"2019-11-21 16:03:48","INFO","SIGN_HY","2"
1479686630.000000,"2019-11-21 16:03:50","INFO","SIGN_HY","3"
1479686633.000000,"2019-11-21 16:03:53","INFO","SIGN_HY","12"
1479686635.000000,"2019-11-21 16:03:55","INFO","SIGN_HY","4"
1479686637.000000,"2019-11-21 16:03:57","INFO","SIGN_HY","3"
1479686639.000000,"2019-11-21 16:03:59","INFO","SIGN_HY","2"
1479686642.000000,"2019-11-21 16:04:02","INFO","SIGN_HY","2"
1479686644.000000,"2019-11-21 16:04:04","INFO","SIGN_HY","2"
1479686646.000000,"2019-11-21 16:04:06","INFO","SIGN_HY","2"
1479686648.000000,"2019-11-21 16:04:08","INFO","SIGN_HY","3"
1479686651.000000,"2019-11-21 16:04:11","INFO","SIGN_HY","2"
1479686653.000000,"2019-11-21 16:04:13","INFO","SIGN_HY","3"
1479686655.000000,"2019-11-21 16:04:15","INFO","SIGN_HY","6"
1479686657.000000,"2019-11-21 16:04:17","INFO","SIGN_HY","2"
1479686660.000000,"2019-11-21 16:04:20","INFO","SIGN_HY","2"
1479686662.000000,"2019-11-21 16:04:22","INFO","SIGN_HY","2"
1479686664.000000,"2019-11-21 16:04:24","INFO","SIGN_HY","2"
1479686666.000000,"2019-11-21 16:04:26","INFO","SIGN_HY","9"
1479686669.000000,"2019-11-21 16:04:29","INFO","SIGN_HY","6"
1479686671.000000,"2019-11-21 16:04:31","INFO","SIGN_HY","2"
1479686673.000000,"2019-11-21 16:04:33","INFO","SIGN_HY","2"
1479686675.000000,"2019-11-21 16:04:35","INFO","SIGN_HY","5"
1479686678.000000,"2019-11-21 16:04:38","INFO","SIGN_HY","4"
